UniqueID,_id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
86,5ff4ce3f0a720f05230005c6,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 20:38:23,2021-01-05 20:38:23,2021-01-05 20:38:24,2021-01-05 20:38:28,2021-01-05 20:38:24,300.0,2021-01-05 00:00:00,2.0,FINISHED,29.0,5ff4ce3dc3d63511e2a484dc
87,5ff4ce4e0a7214ada10005da,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 20:38:38,2021-01-05 20:38:38,2021-01-05 20:38:44,2021-01-05 20:38:44,2021-01-05 20:38:38,500.0,2021-01-04 20:38:38,2.0,FINISHED,1.0,5ff4ce33c3d63511e2a484b6
88,5ff473bc0a720f05230005b8,Null,Null,2021-01-05 14:12:12,2021-01-05 14:12:12,2021-01-05 14:12:13,2021-01-05 14:12:13,2021-01-05 14:12:13,91.2,2021-01-04 14:12:12,4.0,FINISHED,18.2,5ff47392c3d63511e2a47881
89,5ff4a80e0a720f05230005c2,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 17:55:26,2021-01-05 17:55:26,2021-01-05 17:55:29,2021-01-05 17:55:29,2021-01-05 17:55:29,750.0,2020-12-30 00:00:00,2.0,FINISHED,34.96,5fbc35711d967d1222cbfefc
90,5ff5d1da0a7214ada10005f8,5.0,All-receipts receipt bonus,2021-01-06 15:06:02,2021-01-06 15:06:02,2021-01-06 15:06:03,2021-01-06 15:06:03,2021-01-06 15:06:03,5.0,2020-12-21 15:06:02,1.0,FINISHED,1.0,5ff5d15aeb7c7d12096d91a2
91,5ff5d1d40a7214ada10005f4,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06 15:05:56,2021-01-06 15:05:56,2021-01-06 15:05:57,2021-01-06 15:05:57,2021-01-06 15:05:57,825.0,2021-01-06 15:05:56,5.0,FINISHED,25.0,5ff5d15aeb7c7d12096d91a2
92,5ff5d1a00a7214ada10005ed,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-06 15:05:04,2021-01-06 15:05:04,2021-01-06 15:05:05,2021-01-06 15:05:05,2021-01-06 15:05:05,50.0,2021-01-05 15:05:04,1.0,FINISHED,1.0,54943462e4b07e684157a532
93,5ff5ecb90a7214ada10005f9,Null,Null,2021-01-06 17:00:40,2021-01-06 17:00:40,Null,2021-01-06 17:00:40,Null,Null,Null,Null,SUBMITTED,Null,5a43c08fe4b014fd6b6a0612
94,5ff5d1e20a720f05230005da,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-06 15:06:10,2021-01-06 15:06:10,2021-01-06 15:06:11,2021-01-06 15:06:11,2021-01-06 15:06:11,50.0,2021-01-05 15:06:10,1.0,FINISHED,1.0,5ff5d15aeb7c7d12096d91a2
95,5ff5d1e10a720f05230005d9,5.0,All-receipts receipt bonus,2021-01-06 15:06:09,2021-01-06 15:06:09,2021-01-06 15:06:09,2021-01-06 15:06:09,2021-01-06 15:06:09,5.0,2020-12-26 06:00:00,5.0,FINISHED,49.95,5ff5d15aeb7c7d12096d91a2
96,5ff5d1fd0a720f05230005de,5.0,All-receipts receipt bonus,2021-01-06 15:06:37,2021-01-06 15:06:37,2021-01-06 15:06:38,2021-01-06 15:06:38,2021-01-06 15:06:38,55.0,2021-01-05 15:06:37,9.0,FINISHED,89.91,5ff5d15aeb7c7d12096d91a2
97,5ff5d1d80a7214ada10005f6,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06 15:06:00,2021-01-06 15:06:00,2021-01-06 15:06:00,2021-01-06 15:06:00,2021-01-06 15:06:00,225.0,2021-01-03 06:00:00,5.0,FINISHED,25.0,5ff5d15aeb7c7d12096d91a2
98,5ff5d19d0a7214ada10005ec,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-06 15:05:01,2021-01-06 15:05:01,2021-01-06 15:05:02,2021-01-06 15:05:02,2021-01-06 15:05:02,50.0,2021-01-05 15:05:01,1.0,FINISHED,1.0,54943462e4b07e684157a532
99,5ff5d1f20a720f05230005db,5.0,All-receipts receipt bonus,2021-01-06 15:06:26,2021-01-06 15:06:26,2021-01-06 15:06:27,2021-01-06 15:06:27,2021-01-06 15:06:27,5.0,2021-01-05 15:06:26,4.0,FINISHED,18.2,5ff5d15aeb7c7d12096d91a2
100,5ff5d1dc0a720f05230005d6,5.0,All-receipts receipt bonus,2021-01-06 15:06:04,2021-01-06 15:06:04,2021-01-06 15:06:04,2021-01-06 15:06:04,2021-01-06 15:06:04,5.0,2021-01-05 15:06:04,1.0,FINISHED,1.0,5ff5d15aeb7c7d12096d91a2
101,5ff5d1dd0a720f05230005d7,Null,Null,2021-01-06 15:06:05,2021-01-06 15:06:05,2021-01-06 15:06:06,2021-01-06 15:06:06,2021-01-06 15:06:06,250.0,2021-01-03 06:00:00,5.0,FINISHED,49.95,5ff5d15aeb7c7d12096d91a2
102,5ff5d1a30a7214ada10005ef,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06 15:05:07,2021-01-06 15:05:07,2021-01-06 15:05:08,2021-01-06 15:05:08,2021-01-06 15:05:08,755.0,2021-01-05 15:05:07,1.0,FINISHED,1.0,5ff5d1a38f142f11dd1886ba
103,5ff5d20c0a720f05230005e3,5.0,All-receipts receipt bonus,2021-01-06 15:06:52,2021-01-06 15:06:52,2021-01-06 15:06:53,2021-01-06 15:06:53,2021-01-06 15:06:53,305.0,2021-01-05 15:06:52,4.0,FINISHED,4.66,5ff5d15aeb7c7d12096d91a2
104,5ff5d1fa0a720f05230005dd,27.0,COMPLETE_PARTNER_RECEIPT,2021-01-06 15:06:34,2021-01-06 15:06:34,2021-01-06 15:06:34,2021-01-06 15:06:34,2021-01-06 15:06:34,350.6,2021-01-05 15:06:34,4.0,FINISHED,4.66,5ff5d15aeb7c7d12096d91a2
105,5ff5d1d80a7214ada10005f7,Null,Null,2021-01-06 15:06:00,2021-01-06 15:06:00,2021-01-06 15:06:01,2021-01-06 15:06:01,2021-01-06 15:06:01,125.0,2021-01-01 06:00:00,5.0,FINISHED,25.0,5ff5d15aeb7c7d12096d91a2
106,5ff5d1f40a720f05230005dc,5.0,All-receipts receipt bonus,2021-01-06 15:06:28,2021-01-06 15:06:28,2021-01-06 15:06:29,2021-01-06 15:06:29,2021-01-06 15:06:29,305.0,2020-12-22 00:00:00,10.0,FINISHED,10.0,5ff5d15aeb7c7d12096d91a2
107,5ff5d2060a720f05230005e0,Null,Null,2021-01-06 15:06:46,2021-01-06 15:06:46,2021-01-06 15:06:46,2021-01-06 15:06:46,2021-01-06 15:06:46,50.0,2021-01-05 15:06:46,1.0,FINISHED,9.99,5ff5d15aeb7c7d12096d91a2
108,5ff618e30a7214ada10005fa,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06 20:09:07,2021-01-06 20:09:07,2021-01-06 20:09:42,2021-01-06 20:09:45,2021-01-06 20:09:42,793.1,2021-01-06 00:00:00,16.0,FINISHED,52.12,5ff616a68f142f11dd189163
109,5ff5d2060a720f05230005e1,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-06 15:06:46,2021-01-06 15:06:46,2021-01-06 15:06:47,2021-01-06 15:06:47,2021-01-06 15:06:47,100.0,2021-01-06 15:06:46,1.0,FINISHED,0.99,5ff5d15aeb7c7d12096d91a2
110,5ff5d1df0a720f05230005d8,5.0,All-receipts receipt bonus,2021-01-06 15:06:07,2021-01-06 15:06:07,2021-01-06 15:06:08,2021-01-06 15:06:08,2021-01-06 15:06:08,5.0,2021-01-03 06:00:00,5.0,FINISHED,49.95,5ff5d15aeb7c7d12096d91a2
111,5ff5d1990a7214ada10005ea,5.0,All-receipts receipt bonus,2021-01-06 15:04:57,2021-01-06 15:04:57,2021-01-06 15:04:58,2021-01-06 15:04:58,2021-01-06 15:04:58,5.0,2020-12-24 15:04:57,1.0,FINISHED,1.0,54943462e4b07e684157a532
112,5ff5d1d00a7214ada10005f2,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06 15:05:52,2021-01-06 15:05:52,2021-01-06 15:05:53,2021-01-06 15:05:53,2021-01-06 15:05:53,1800.0,2021-01-06 15:05:52,1.0,FINISHED,10.0,5ff5d1d08f142f11dd18884c
113,5ff5d1d60a7214ada10005f5,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06 15:05:58,2021-01-06 15:05:58,2021-01-06 15:05:58,2021-01-06 15:05:58,2021-01-06 15:05:58,200.0,2021-01-05 15:05:58,1.0,FINISHED,10.0,5ff5d15aeb7c7d12096d91a2
114,5ff5d1940a7214ada10005e9,5.0,All-receipts receipt bonus,2021-01-06 15:04:52,2021-01-06 15:04:52,2021-01-06 15:04:56,2021-01-06 15:04:56,2021-01-06 15:04:56,5.0,2020-12-24 15:04:52,1.0,FINISHED,1.0,54943462e4b07e684157a532
115,5ff5d2030a720f05230005df,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-06 15:06:43,2021-01-06 15:06:43,2021-01-06 15:06:43,2021-01-06 15:06:43,2021-01-06 15:06:43,25.0,2021-01-06 15:06:43,1.0,FINISHED,9.99,5ff5d15aeb7c7d12096d91a2
116,5ff5d1a10a7214ada10005ee,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-06 15:05:05,2021-01-06 15:05:05,2021-01-06 15:05:06,2021-01-06 15:05:06,2021-01-06 15:05:06,50.0,2021-01-05 15:05:05,1.0,FINISHED,1.0,54943462e4b07e684157a532
117,5ff5d19c0a7214ada10005eb,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06 15:05:00,2021-01-06 15:05:00,2021-01-06 15:05:00,2021-01-06 15:05:00,2021-01-06 15:05:00,750.0,2021-01-05 15:05:00,1.0,FINISHED,1.0,5ff5d19b8f142f11dd188696
118,5ff5d1cb0a7214ada10005f0,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06 15:05:47,2021-01-06 15:05:47,2021-01-06 15:05:48,2021-01-06 15:05:48,2021-01-06 15:05:48,750.0,2021-01-01 06:00:00,5.0,FINISHED,49.95,5ff5d15aeb7c7d12096d91a2
119,5ff5d20b0a720f05230005e2,5.0,All-receipts receipt bonus,2021-01-06 15:06:51,2021-01-06 15:06:51,2021-01-06 15:06:51,2021-01-06 15:06:51,2021-01-06 15:06:51,5.0,2021-01-06 15:06:51,1.0,FINISHED,9.99,5ff5d15aeb7c7d12096d91a2
120,5ff73be50a720f0523000608,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07 16:50:45,2021-01-07 16:50:45,2021-01-07 16:50:45,2021-01-07 16:50:50,2021-01-07 16:50:45,750.0,2021-01-07 00:00:00,6.0,FINISHED,29.0,5ff73be5eb7c7d31ca8a45a7
121,5ff7946f0a720f052300063c,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 17:08:31,2021-01-05 17:08:31,2021-01-07 17:08:35,2021-01-07 23:08:37,2021-01-07 17:08:35,3250.0,2021-01-05 12:00:00,3.0,FINISHED,23.0,5ff79464b3348b11c933738b
122,5ff726910a720f05230005f1,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07 15:19:45,2021-01-07 15:19:45,2021-01-07 15:19:45,2021-01-07 15:19:50,2021-01-07 15:19:45,100.0,2021-01-07 00:00:00,4.0,FINISHED,25.0,5ff7268eeb7c7d12096da2a9
123,5ff774200a7214ada1000638,Null,Null,2021-01-07 20:50:40,2021-01-07 20:50:40,2021-01-07 20:50:40,2021-01-07 20:50:40,Null,0.0,2021-01-07 00:00:00,2.0,FINISHED,6.18,5ff7741e04929111f6e90902
124,5ff74fd10a720f0523000619,5.0,All-receipts receipt bonus,2021-01-07 18:15:45,2021-01-07 18:15:45,2021-01-07 18:15:47,2021-01-07 18:15:47,2021-01-07 18:15:47,5.0,2021-01-06 18:15:45,1.0,FINISHED,1.0,54943462e4b07e684157a532
125,5ff73bdb0a720f0523000605,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-07 16:50:35,2021-01-07 16:50:35,2021-01-07 16:50:35,2021-01-07 16:50:35,2021-01-07 16:50:35,25.0,2020-12-31 00:00:00,1.0,FINISHED,10.0,5ff73b90eb7c7d31ca8a452b
126,5ff794940a720f0523000640,5.0,All-receipts receipt bonus,2021-01-05 17:09:08,2021-01-05 17:09:08,2021-01-07 17:09:11,2021-01-07 23:09:13,2021-01-07 17:09:11,4005.0,2021-01-05 12:00:00,3.0,FINISHED,23.0,5ff79464b3348b11c933738b
127,5ff794020a720f0523000635,5.0,All-receipts receipt bonus,2021-01-06 05:06:42,2021-01-06 05:06:42,2021-01-07 11:06:44,2021-01-07 17:06:46,2021-01-07 11:06:44,2005.0,2021-01-05 05:06:42,1.0,FINISHED,1.0,5ff7930fb3348b11c93372a6
128,5ff73beb0a7214ada100061c,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07 16:50:51,2021-01-07 16:50:51,2021-01-07 16:50:52,2021-01-07 16:50:56,2021-01-07 16:50:52,300.0,2021-01-07 00:00:00,4.0,FINISHED,22.0,5ff73bea8f142f3276c3e84a
129,5ff794bf0a7214ada1000650,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-06 23:09:51,2021-01-06 23:09:51,Null,2021-01-07 17:09:53,Null,25.0,2021-01-05 23:09:51,1.0,FLAGGED,1.0,5ff7930fb3348b11c93372a6
130,5ff74faf0a720f0523000613,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07 18:15:11,2021-01-07 18:15:11,2021-01-07 18:15:13,2021-01-07 18:15:13,2021-01-07 18:15:13,841.2,2021-01-06 18:15:11,4.0,FINISHED,18.2,5ff74f3db3348b11c93361d1
131,5ff7945a0a7214ada1000646,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 17:08:10,2021-01-05 17:08:10,2021-01-07 17:08:14,2021-01-07 23:08:16,2021-01-07 17:08:14,5750.0,2021-01-05 12:00:00,4.0,FINISHED,27.0,5ff79459b3348b11c933736d
132,5ff74ffe0a720f0523000621,5.0,All-receipts receipt bonus,2021-01-07 18:16:30,2021-01-07 18:16:30,2021-01-07 18:16:30,2021-01-07 18:16:30,2021-01-07 18:16:30,5.0,2020-12-24 00:00:00,5.0,FINISHED,49.95,5ff74f3db3348b11c93361d1
133,5ff726790a7214ada1000602,5.0,All-receipts receipt bonus,2021-01-07 15:19:21,2021-01-07 15:19:21,2021-01-07 15:19:27,2021-01-07 15:19:27,2021-01-07 15:19:22,5.0,2021-01-06 15:19:21,2.0,FINISHED,1.0,5ff7264e8f142f11dd189504
134,5ff750050a7214ada1000633,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07 18:16:37,2021-01-07 18:16:37,2021-01-07 18:16:37,2021-01-07 18:16:37,2021-01-07 18:16:37,1800.0,2021-01-07 18:16:37,1.0,FINISHED,10.0,5ff75004b3348b11c9336bd6
135,5ff74ffb0a720f0523000620,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-07 18:16:27,2021-01-07 18:16:27,2021-01-07 18:16:28,2021-01-07 18:16:28,2021-01-07 18:16:28,350.0,2021-01-06 18:16:27,1.0,FINISHED,1.0,5ff74f3db3348b11c93361d1
136,5ff74ff50a720f052300061e,5.0,All-receipts receipt bonus,2021-01-07 18:16:21,2021-01-07 18:16:21,2021-01-07 18:16:22,2021-01-07 18:16:22,2021-01-07 18:16:22,5.0,2021-01-06 18:16:21,1.0,FINISHED,1.0,5ff74f3db3348b11c93361d1
137,5ff794640a720f052300063b,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 17:08:20,2021-01-05 17:08:20,2021-01-07 17:08:26,2021-01-07 17:08:26,2021-01-07 17:08:26,3750.0,2021-01-05 12:00:00,2.0,FINISHED,21.0,5ff79464b3348b11c933738b
138,5ff726810a720f05230005ea,5.0,All-receipts receipt bonus,2021-01-07 15:19:29,2021-01-07 15:19:29,2021-01-07 15:19:35,2021-01-07 15:19:35,2021-01-07 15:19:30,5.0,2021-01-06 15:19:29,2.0,FINISHED,1.0,5ff7264e8f142f11dd189504
139,5ff73be10a7214ada1000619,Null,Null,2021-01-07 16:50:41,2021-01-07 16:50:41,Null,2021-01-07 16:50:41,Null,8700.0,2021-02-07 16:50:41,10.0,FLAGGED,290.0,5ff73b90eb7c7d31ca8a452b
140,5ff73bae0a720f0523000600,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07 16:49:50,2021-01-07 16:49:50,2021-01-07 16:49:56,2021-01-07 16:49:56,2021-01-07 16:49:51,150.0,2021-01-06 16:49:50,2.0,FINISHED,1.0,5ff73b90eb7c7d31ca8a452b
141,5ff73be90a720f052300060a,Null,Null,2021-01-07 16:50:49,2021-01-07 16:50:49,Null,2021-01-07 16:50:49,Null,Null,Null,0.0,FLAGGED,0.0,5ff73be9eb7c7d31ca8a45bc
142,5ff7265a0a7214ada10005fb,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07 15:18:50,2021-01-07 15:18:50,2021-01-07 15:18:51,2021-01-07 15:18:55,2021-01-07 15:18:51,760.0,2021-01-06 15:18:50,1.0,FINISHED,1.0,5ff7264e8f142f11dd189504
143,5ff7942e0a720f0523000637,5.0,All-receipts receipt bonus,2021-01-05 23:07:26,2021-01-05 23:07:26,2021-01-07 23:07:36,2021-01-07 23:07:36,2021-01-07 05:07:29,2005.0,2021-01-04 23:07:26,2.0,FINISHED,1.0,5ff7930fb3348b11c93372a6
144,5ff794600a7214ada1000647,Null,Null,2021-01-07 05:08:16,2021-01-07 05:08:16,Null,2021-01-07 17:08:17,Null,Null,Null,0.0,FLAGGED,0.0,5ff7946004929111f6e90ceb
145,5ff726a40a720f05230005fa,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07 15:20:04,2021-01-07 15:20:04,Null,2021-01-07 15:20:05,2021-01-07 15:20:05,810.0,2021-01-06 15:20:04,5.0,FLAGGED,13.0,5ff726a38f142f11dd1895dc
146,5ff794130a7214ada1000640,5.0,All-receipts receipt bonus,2021-01-05 23:06:59,2021-01-05 23:06:59,2021-01-07 23:07:08,2021-01-07 23:07:08,2021-01-07 05:07:02,2005.0,2021-01-04 23:06:58,2.0,FINISHED,1.0,5ff7930fb3348b11c93372a6
147,5ff726640a720f05230005e6,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07 15:19:00,2021-01-07 15:19:00,2021-01-07 15:34:02,2021-01-07 15:34:02,2021-01-07 15:19:01,250.0,2021-01-06 00:00:00,5.0,FINISHED,50.0,5ff7264e8f142f11dd189504
148,5ff793dd0a720f0523000633,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-02 17:06:05,2021-01-02 17:06:05,Null,2021-01-07 17:06:17,2021-01-06 23:06:16,780.0,2021-01-01 17:06:05,4.0,FLAGGED,12.0,5ff793dd04929111f6e90c69
149,5ff726860a720f05230005ec,Null,Null,2021-01-07 15:19:34,2021-01-07 15:19:34,Null,2021-01-07 15:19:34,Null,Null,Null,Null,SUBMITTED,Null,5ff7264e8f142f11dd189504
150,5ff8da4e0a720f05c5000012,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08 22:18:54,2021-01-08 22:18:54,2021-01-08 22:18:55,2021-01-08 22:19:00,2021-01-08 22:18:55,750.0,2021-01-07 22:18:54,1.0,FINISHED,3.25,5ff8da4e04929111f6e91462
151,5ff873de0a720f0523000648,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08 15:01:50,2021-01-08 15:01:50,2021-01-08 15:01:50,2021-01-08 15:01:55,2021-01-08 15:01:50,500.0,2021-01-08 00:00:00,4.0,FINISHED,23.0,5ff873ddb3348b11c9337733
152,5ff8740c0a720f0523000659,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-08 15:02:36,2021-01-08 15:02:36,2021-01-08 15:02:37,2021-01-08 15:02:37,2021-01-08 15:02:37,25.0,2021-01-01 00:00:00,1.0,FINISHED,10.0,5ff873d1b3348b11c9337716
153,5ff8da4c0a720f05c5000011,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08 22:18:52,2021-01-08 22:18:52,Null,2021-01-08 22:18:52,2021-01-08 22:18:52,150.0,2021-01-07 22:18:52,1.0,FLAGGED,1.0,5ff8da28b3348b11c9337ac6
154,5ff8da860a720f05c5000022,5.0,All-receipts receipt bonus,2021-01-08 22:19:50,2021-01-08 22:19:50,2021-01-08 22:19:51,2021-01-08 22:19:56,2021-01-08 22:19:50,5.0,2021-01-07 22:19:50,2.0,FINISHED,11.0,5ff8da28b3348b11c9337ac6
155,5ff8da7c0a7214adca000020,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08 22:19:40,2021-01-08 22:19:40,2021-01-08 22:19:40,2021-01-08 22:19:45,2021-01-08 22:19:40,750.0,2021-01-08 00:00:00,4.0,FINISHED,27.0,5ff8da7c04929111f6e914de
156,5ff8da650a7214adca00001e,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08 22:19:17,2021-01-08 22:19:17,Null,2021-01-08 22:19:19,2021-01-08 22:19:19,810.0,2021-01-07 22:19:17,5.0,FLAGGED,13.0,5ff8da65b3348b11c9337b29
157,5ff8da540a7214adca000017,5.0,All-receipts receipt bonus,2021-01-08 22:19:00,2021-01-08 22:19:00,2021-01-08 22:19:05,2021-01-08 22:19:05,2021-01-08 22:19:00,5.0,2021-01-07 22:19:00,2.0,FINISHED,1.0,5ff8da28b3348b11c9337ac6
158,5ff873f10a720f052300064f,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08 15:02:09,2021-01-08 15:02:09,Null,2021-01-08 15:02:10,Null,9200.0,2021-02-08 15:02:10,10.0,FLAGGED,290.0,5ff873d1b3348b11c9337716
159,5ff874170a7214ada100065f,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-08 15:02:47,2021-01-08 15:02:47,2021-01-08 15:02:47,2021-01-08 15:02:47,2021-01-08 15:02:47,25.0,2021-01-01 00:00:00,1.0,FINISHED,10.0,5ff873d1b3348b11c9337716
160,5ff8da680a720f05c5000019,5.0,All-receipts receipt bonus,2021-01-08 22:19:20,2021-01-08 22:19:20,2021-01-08 22:19:21,2021-01-08 22:19:21,2021-01-08 22:19:21,1005.0,2021-01-07 22:19:20,1.0,FINISHED,1.0,54943462e4b07e684157a532
161,5ff873e30a720f052300064c,5.0,All-receipts receipt bonus,2021-01-08 15:01:55,2021-01-08 15:01:55,2021-01-08 15:01:56,2021-01-08 15:02:00,2021-01-08 15:01:56,5.0,2021-01-08 00:00:00,1.0,FINISHED,28.0,5ff873ddb3348b11c9337733
162,5ff8cea10a7214adca00000b,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06 21:29:05,2021-01-06 21:29:05,2021-01-08 21:29:15,2021-01-08 21:29:15,2021-01-08 21:29:15,1999.6,2021-01-05 21:29:05,2.0,FINISHED,1.0,5ff8ce8504929111f6e913cb
163,5ff874050a7214ada100065d,5.0,All-receipts receipt bonus,2021-01-08 15:02:29,2021-01-08 15:02:29,2021-01-08 15:02:34,2021-01-08 15:02:34,2021-01-08 15:02:29,5.0,2021-01-07 15:02:29,2.0,FINISHED,1.0,5ff873d1b3348b11c9337716
164,5ff8da620a7214adca00001d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08 22:19:14,2021-01-08 22:19:14,Null,2021-01-08 22:19:15,2021-01-08 22:19:14,750.0,2021-01-07 22:19:14,1.0,FLAGGED,1.0,5ff8da62b3348b11c9337b21
165,5ff8da820a720f05c5000020,5.0,All-receipts receipt bonus,2021-01-08 22:19:46,2021-01-08 22:19:46,2021-01-08 22:19:46,2021-01-08 22:19:51,2021-01-08 22:19:46,5.0,2021-01-08 00:00:00,2.0,FINISHED,20.0,5ff8da7eb3348b11c9337b72
166,5ff8da390a7214adca000013,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08 22:18:33,2021-01-08 22:18:33,2021-01-08 22:18:34,2021-01-08 22:18:34,2021-01-08 22:18:34,350.0,2021-01-01 00:00:00,1.0,FINISHED,10.0,5ff8da28b3348b11c9337ac6
167,5ff873df0a7214ada1000652,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08 15:01:51,2021-01-08 15:01:51,2021-01-08 15:01:51,2021-01-08 15:01:56,2021-01-08 15:01:51,300.0,2021-01-08 00:00:00,2.0,FINISHED,24.0,5ff873ddb3348b11c9337733
168,5ff8da7f0a7214adca000022,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08 22:19:43,2021-01-08 22:19:43,2021-01-08 22:19:43,2021-01-08 22:19:48,2021-01-08 22:19:43,250.0,2021-01-08 00:00:00,4.0,FINISHED,26.0,5ff8da7eb3348b11c9337b72
169,5ff8da7f0a720f05c500001d,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08 22:19:43,2021-01-08 22:19:43,2021-01-08 22:19:43,2021-01-08 22:19:48,2021-01-08 22:19:43,500.0,2021-01-08 00:00:00,5.0,FINISHED,20.0,5ff8da7eb3348b11c9337b72
170,5ff8da800a720f05c500001e,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08 22:19:43,2021-01-08 22:19:43,2021-01-08 22:19:44,2021-01-08 22:19:49,2021-01-08 22:19:44,300.0,2021-01-08 00:00:00,2.0,FINISHED,28.0,5ff8da7eb3348b11c9337b72
171,5ff8c4fb0a7214adca000006,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08 20:47:55,2021-01-08 20:47:55,2021-01-08 20:47:56,2021-01-08 20:47:56,2021-01-08 20:47:56,600.0,2021-01-01 00:00:00,1.0,FINISHED,10.0,5ff8c4e8b3348b11c9337a11
